OTU,Sample,Abundance,sample_Sample,Project,Seq_run,reads,ASVs,SampleID,is.neg,type,Tube_ID,Tube,Treatment,Date,Time_point,DNA_conc,DNA_conc_purified,Bac_load,Observed,Observed_sd,Shannon,Shannon_sd,FaithPD,FaithPD_sd,Chao1,Chao1_sd,depth,Kingdom,Phylum,Class,Order,Family
Lactobacillaceae,S02,61.02088167053365,S02,Lop_invitro,Lop_invitro_chip1,78533,413,S02,FALSE,Sample,Grp2_A_T0,Grp2_A,Lop_low,04_03_25,T0,0.163561687,1.542955965,6.865429799,210.88,2.8115203119747267,2.9324593292959,0.005697931076580657,23.2472916855166,0.3424069521603196,233.14625387751016,8.306247369283435,16818,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
Lactobacillaceae,S25,60.615199034981906,S25,Lop_invitro,Lop_invitro_chip1,73497,397,S25,FALSE,Sample,Grp1_B_T0,Grp1_B,Lop_high,04_03_25,T0,0.134878704,0.73715511,7.825180896,194.9,2.3889476149699695,2.9447315954190003,0.005984706751517912,22.326222606880684,0.2560498713889523,214.237620713566,8.076104539648707,16818,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
Lactobacillaceae,S34,59.64162182936202,S34,Lop_invitro,Lop_invitro_chip1,104706,153,S34,FALSE,Sample,Grp4_C_T24,Grp4_C,Imolope_high,05_03_25,T24,24.2216293,7.129738388,9.576454966,68.36,3.38600804858029,2.0686526153958407,0.00967259066249314,8.191872867804424,0.45398282002831397,91.83882513320013,33.506781120782,16818,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
Lactobacillaceae,S52,59.14691943127962,S52,Lop_invitro,Lop_invitro_chip1,90198,383,S52,FALSE,Sample,Grp4_C_T0,Grp4_C,Imolope_high,04_03_25,T0,0.157205861,0.685970971,7.900195402,185.69,2.5492918406665193,2.9814981578708077,0.0079560846283216885,20.72364262362468,0.4195948129062855,203.15462873783983,8.57956849049488,16818,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
Enterobacteriaceae,S37,59.076280581656924,S37,Lop_invitro,Lop_invitro_chip1,93101,166,S37,FALSE,Sample,Grp1_A_T48,Grp1_A,Lop_high,06_03_25,T48,17.61434982,4.141319563,9.200691212,81.29,3.5285130069767408,1.843194914648508,0.01166527100247857,10.305347248462962,0.4176784258553103,106.44235817484889,12.484895071862777,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Lactobacillaceae,S28,58.852885867206716,S28,Lop_invitro,Lop_invitro_chip1,101399,408,S28,FALSE,Sample,Grp4_B_T0,Grp4_B,Imolope_high,04_03_25,T0,0.185169317,0.609375899,7.982042039,205.72,2.909684282918445,3.0341012532544296,0.007738207191500394,22.640107077597964,0.30418858988783964,223.81175185462936,8.76216987877002,16818,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
Lactobacillaceae,S27,56.78586632609621,S27,Lop_invitro,Lop_invitro_chip1,87165,380,S27,FALSE,Sample,Grp3_B_T0,Grp3_B,DMSO,04_03_25,T0,0.062653404,0.397414564,6.816216534,182.19,1.9627593439910667,3.014701370333201,0.007041264383107266,21.158061525926023,0.21204255580921275,196.43790743479946,7.736685601741098,16818,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
Lactobacillaceae,S03,56.68030813673568,S03,Lop_invitro,Lop_invitro_chip1,95351,422,S03,FALSE,Sample,Grp3_A_T0,Grp3_A,DMSO,04_03_25,T0,0.15150415,1.408107236,7.447667125,209.97,3.4390949008967078,2.932778908158101,0.008496031372594233,23.533341697789442,0.42623790606276946,237.42832103109953,12.806080493936367,16818,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
Lactobacillaceae,S08,56.48331029034169,S08,Lop_invitro,Lop_invitro_chip1,101487,178,S08,FALSE,Sample,Grp2_B_T24,Grp2_B,Lop_low,05_03_25,T24,29.24141304,9.639106794,9.42849091,75.14,3.4874088091332514,2.323758608060426,0.009271301150884119,8.788143960453626,0.5061733205869248,105.27332234432234,16.369050706607382,16818,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
Lactobacillaceae,S04,55.38507692967043,S04,Lop_invitro,Lop_invitro_chip1,89617,405,S04,FALSE,Sample,Grp4_A_T0,Grp4_A,Imolope_high,04_03_25,T0,0.142008568,1.28719053,7.334062386,204.02,2.674156149350877,3.071740066940753,0.006058360324740905,22.195676123377346,0.3789536815798588,228.96707663979493,10.552807772586247,16818,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
Lactobacillaceae,S51,54.27837534114626,S51,Lop_invitro,Lop_invitro_chip1,77262,395,S51,FALSE,Sample,Grp3_C_T0,Grp3_C,DMSO,04_03_25,T0,0.115854832,0.320364063,7.806129972,198.07,1.3428072509229734,3.097134805985258,0.0037430797050972335,22.44610856023948,0.12151650792263469,208.89417186589267,4.015125678464406,16818,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
Lactobacillaceae,S26,53.71289210327138,S26,Lop_invitro,Lop_invitro_chip1,90056,415,S26,FALSE,Sample,Grp2_B_T0,Grp2_B,Lop_low,04_03_25,T0,0.163485374,1.023103144,7.667000687,209.76,2.336015774126899,3.122918730765871,0.006667543244491688,22.364667448834993,0.18237257015451583,232.34736228392947,10.082181716768586,16818,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
Lactobacillaceae,S49,53.176889633858885,S49,Lop_invitro,Lop_invitro_chip1,79954,397,S49,FALSE,Sample,Grp1_C_T0,Grp1_C,Lop_high,04_03_25,T0,0.161392203,0.700896659,7.912204067,197.69,1.6678480661370723,3.112611196101519,0.0038427898621450165,21.62073695229745,0.17487744532623162,219.55380027512945,6.972758398934237,16818,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
Enterobacteriaceae,S13,52.342871423216295,S13,Lop_invitro,Lop_invitro_chip1,96203,168,S13,FALSE,Sample,Grp1_C_T48,Grp1_C,Lop_high,06_03_25,T48,14.74229032,8.243699848,8.958536978,81.65,4.335372480589706,2.068042581868516,0.011142552271354777,9.791929517796657,0.37483147263492084,110.62224897324897,27.406364640338055,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S19,52.28680354134738,S19,Lop_invitro,Lop_invitro_chip1,79160,183,S19,FALSE,Sample,Grp1_A_T72,Grp1_A,Lop_high,07_03_25,T72,17.86696939,6.286271389,8.919138058,93.19,4.08172819409929,2.1558135251050743,0.012712452009669672,11.686180882434298,0.40896954494717114,120.86703768453768,20.301122059241372,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S20,51.46946452712632,S20,Lop_invitro,Lop_invitro_chip1,68744,254,S20,FALSE,Sample,Grp2_A_T72,Grp2_A,Lop_low,07_03_25,T72,17.16831907,4.896339956,8.677390556,96.63,4.448708812791651,2.1687346507567806,0.012442733483377521,12.242532839444562,0.5561556897236479,131.23911287895112,17.680157519417797,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S43,51.05235133967591,S43,Lop_invitro,Lop_invitro_chip1,99804,183,S43,FALSE,Sample,Grp1_B_T72,Grp1_B,Lop_high,07_03_25,T72,16.1122053,5.626290989,9.213946385,91.47,3.740185810757254,2.291707559908008,0.012486382479901427,11.412506969201615,0.3984931380583834,122.18418947718948,21.038206605778203,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S07,50.56642636457261,S07,Lop_invitro,Lop_invitro_chip1,92870,172,S07,FALSE,Sample,Grp1_B_T24,Grp1_B,Lop_high,05_03_25,T24,10.98770851,9.97810209,8.713210561,70.15,3.750757499250227,2.01770502227533,0.010655313207114334,8.732615802654742,0.4690963228956146,104.13057019369519,25.445982658717405,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S67,50.33531473860692,S67,Lop_invitro,Lop_invitro_chip1,92024,154,S67,FALSE,Sample,Grp1_C_T72,Grp1_C,Lop_high,07_03_25,T72,15.51871502,5.866344084,9.330397825,84.28,3.4025540021245417,2.2237127834937165,0.013342190804231458,10.87815504893155,0.29504273640896644,107.50548775244363,12.829032078226122,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S61,49.410688768219494,S61,Lop_invitro,Lop_invitro_chip1,87707,176,S61,FALSE,Sample,Grp1_B_T48,Grp1_B,Lop_high,06_03_25,T48,14.38744333,7.050534944,8.911368494,83.1,4.2699324622671995,2.1385129263869445,0.009974906842327864,10.194028022599039,0.433244684084593,116.95718469030969,17.36084767812153,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S31,48.59159295693147,S31,Lop_invitro,Lop_invitro_chip1,97469,208,S31,FALSE,Sample,Grp1_C_T24,Grp1_C,Lop_high,05_03_25,T24,14.47522569,5.794986459,8.972262524,64.56,3.6716770175509885,1.9684013667744895,0.011584353054375902,8.307678493614336,0.4483001964306904,99.48706962481963,20.108696647609428,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S22,48.31682345855918,S22,Lop_invitro,Lop_invitro_chip1,96582,189,S22,FALSE,Sample,Grp4_A_T72,Grp4_A,Imolope_high,07_03_25,T72,15.79704135,7.017029776,8.821788943,96.42,3.9162443357086003,2.248437726491611,0.012901472559078473,11.730004986610117,0.5799160281487653,123.26147557426233,14.575520656392133,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S62,46.86387140163835,S62,Lop_invitro,Lop_invitro_chip1,90815,161,S62,FALSE,Sample,Grp2_B_T48,Grp2_B,Lop_low,06_03_25,T48,18.67958851,5.946572246,9.683010115,81.9,4.142658103394023,2.156443085466882,0.01177345954904163,10.451573164723442,0.5741459286663757,109.3288424882651,14.83370700318032,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S21,46.83770249799794,S21,Lop_invitro,Lop_invitro_chip1,104685,268,S21,FALSE,Sample,Grp3_A_T72,Grp3_A,DMSO,07_03_25,T72,19.91201923,7.380897769,7.98624519,95.56,3.934617150525845,2.3359565121457795,0.012087316357482536,11.388511904588812,0.38653902601900103,130.59524986124987,26.54891505319215,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S38,46.61043678207698,S38,Lop_invitro,Lop_invitro_chip1,98625,183,S38,FALSE,Sample,Grp2_A_T48,Grp2_A,Lop_low,06_03_25,T48,16.53777312,6.923262917,9.210845352,84.42,4.010541664718676,2.1863814252259024,0.012123816275895703,9.873241297319213,0.4524646570406611,116.84592461704962,17.347749408465077,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S70,46.12437894033652,S70,Lop_invitro,Lop_invitro_chip1,96093,192,S70,FALSE,Sample,Grp4_C_T72,Grp4_C,Imolope_high,07_03_25,T72,17.033593,6.082021315,9.643549724,91.87,3.9661573393404406,2.2701404936809793,0.013122455237878942,10.991248752292483,0.39648513850183825,124.54282787229111,19.219942054190298,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S45,45.9671586355195,S45,Lop_invitro,Lop_invitro_chip1,102561,205,S45,FALSE,Sample,Grp3_B_T72,Grp3_B,DMSO,07_03_25,T72,19.54946457,7.398566389,8.877698951,102.59,3.7634472699289083,2.3406395708378813,0.011927931765450886,11.944283724225757,0.49410662194541727,138.27968319790804,20.19106135399769,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Lactobacillaceae,S55,45.88402348697087,S55,Lop_invitro,Lop_invitro_chip1,104668,172,S55,FALSE,Sample,Grp1_A_T24,Grp1_A,Lop_high,05_03_25,T24,22.01585228,8.158358448,9.876837811,71.22,3.1545381771522614,2.0303707236572626,0.009512936777230883,9.120845809826305,0.5755223685114973,101.27017893217894,17.985897123026614,16818,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
Enterobacteriaceae,S40,45.13969489038895,S40,Lop_invitro,Lop_invitro_chip1,107979,182,S40,FALSE,Sample,Grp4_A_T48,Grp4_A,Imolope_high,06_03_25,T48,18.87199671,7.078067767,8.914292707,73.93,3.96259021501356,2.21462530755899,0.010796638699682143,9.060177755789674,0.7087794689064865,108.14002734601999,21.925545086666517,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S39,44.73913095280647,S39,Lop_invitro,Lop_invitro_chip1,84130,169,S39,FALSE,Sample,Grp3_A_T48,Grp3_A,DMSO,06_03_25,T48,20.33470894,6.605734942,9.032859215,75.47,4.205467821296413,2.2108197363720645,0.009778495412118051,9.71517009355376,0.4852610858550314,112.68522463647463,37.11309993457627,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S46,44.60406526050117,S46,Lop_invitro,Lop_invitro_chip1,88994,184,S46,FALSE,Sample,Grp4_B_T72,Grp4_B,Imolope_high,07_03_25,T72,15.65051938,4.83085117,9.701087416,92.21,3.579670432322004,2.2628083701618715,0.011452640105730124,11.003589368493628,0.4264387695002662,120.4399787557214,20.322981052362234,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S23,44.31677567615343,S23,Lop_invitro,Lop_invitro_chip1,96492,202,S23,FALSE,Sample,Grp5_A_T72,Grp5_A,Imolope_low,07_03_25,T72,17.63838858,2.973555241,9.578235808,95.75,4.051125295719223,2.392309212549152,0.01290692334434913,11.148879471102203,0.4040908993382522,125.50701683855361,16.574667039447103,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S33,44.121753980611786,S33,Lop_invitro,Lop_invitro_chip1,99822,155,S33,FALSE,Sample,Grp3_C_T24,Grp3_C,DMSO,05_03_25,T24,17.74226219,7.347651367,9.250080045,61.82,3.105485534347311,2.082327807084473,0.010273284847718655,7.315400353694348,0.5781527035973109,82.24470537795538,17.524924544114814,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S56,43.923273041173985,S56,Lop_invitro,Lop_invitro_chip1,100449,192,S56,FALSE,Sample,Grp2_A_T24,Grp2_A,Lop_low,05_03_25,T24,11.17082826,8.365972495,9.216439909,74.66,4.44317658683719,2.171901522940379,0.010875552571879266,8.85666714899862,0.4329262690443248,113.84631913919414,28.116677733949015,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S32,43.75847461589534,S32,Lop_invitro,Lop_invitro_chip1,107725,183,S32,FALSE,Sample,Grp2_C_T24,Grp2_C,Lop_low,05_03_25,T24,14.72372433,7.600580715,9.874618371,71.75,3.7909381584526174,2.128458454219769,0.011878434347676657,8.658234015280758,0.4812918726289905,103.25994735819735,18.515960055386945,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S63,43.418450217119876,S63,Lop_invitro,Lop_invitro_chip1,90677,177,S63,FALSE,Sample,Grp3_B_T48,Grp3_B,DMSO,06_03_25,T48,18.21704133,4.848126464,9.821827928,79.88,3.9113406727854656,2.2411641612282187,0.010588769767567072,9.766892449010168,0.5084280568403634,114.01894558056323,20.75242085590219,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S16,43.105027752330656,S16,Lop_invitro,Lop_invitro_chip1,93292,220,S16,FALSE,Sample,Grp4_C_T48,Grp4_C,Imolope_high,06_03_25,T48,14.94634178,7.742674923,8.73260957,81.06,3.8972147526512866,2.2787792647974268,0.009801182301200879,9.752448998849179,0.40399112551488753,109.78550170722811,14.595792565152856,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S14,43.073924228515736,S14,Lop_invitro,Lop_invitro_chip1,88568,185,S14,FALSE,Sample,Grp2_C_T48,Grp2_C,Lop_low,06_03_25,T48,17.54214632,7.34074746,9.504124893,86.38,3.8606536317891127,2.2792366465932985,0.01111626748957069,10.510076430734093,0.5493457652649455,119.19116411233246,19.83646902226116,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S64,42.998210059704725,S64,Lop_invitro,Lop_invitro_chip1,83504,166,S64,FALSE,Sample,Grp4_B_T48,Grp4_B,Imolope_high,06_03_25,T48,15.60503652,6.922879942,9.145275235,74.61,4.094576358496146,2.2234526751708095,0.00885435362413178,9.13260849633807,0.7053605884333298,111.30686222111223,22.019367770308158,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S10,42.647826897966794,S10,Lop_invitro,Lop_invitro_chip1,108905,191,S10,FALSE,Sample,Grp4_B_T24,Grp4_B,Imolope_high,05_03_25,T24,11.20247657,6.455235977,9.809173923,74.26,3.0570997016549177,2.080071826380712,0.010739446959378673,9.223050428060342,0.41496424590324515,97.18236274836275,13.043116204270108,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S15,42.46894569346063,S15,Lop_invitro,Lop_invitro_chip1,97532,169,S15,FALSE,Sample,Grp3_C_T48,Grp3_C,DMSO,06_03_25,T48,20.01617629,8.518448441,9.745678487,78.49,3.726766410547873,2.2118586912774907,0.010104086964584811,9.3032591135215,0.461000816118227,107.71298440856529,17.074112741781484,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S59,42.17851934459981,S59,Lop_invitro,Lop_invitro_chip1,94787,176,S59,FALSE,Sample,Grp5_A_T24,Grp5_A,Imolope_low,05_03_25,T24,11.71280691,6.59860332,9.153278354,67.55,3.5287420140923027,2.222887946724747,0.009444919957927324,7.853138043828342,0.461988860048077,92.79657517482518,15.979990361397286,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S44,42.05544523274226,S44,Lop_invitro,Lop_invitro_chip1,114576,193,S44,FALSE,Sample,Grp2_B_T72,Grp2_B,Lop_low,07_03_25,T72,20.84126721,7.254785018,9.585633302,98.68,3.923202155320976,2.466940803403584,0.010956239610277243,12.07690071512229,0.3915334698228954,125.66759672517026,17.376966580803703,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S11,41.73792006363094,S11,Lop_invitro,Lop_invitro_chip1,128486,228,S11,FALSE,Sample,Grp5_B_T24,Grp5_B,Imolope_low,05_03_25,T24,13.47623804,7.788476706,8.675880041,75.7,4.0314420810083895,2.259457310923407,0.009955029307021118,9.244920863695949,0.58144617899988,118.72520263070263,29.872037382606752,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S35,41.56118403991257,S35,Lop_invitro,Lop_invitro_chip1,81988,162,S35,FALSE,Sample,Grp5_C_T24,Grp5_C,Imolope_low,05_03_25,T24,12.61133326,6.184596607,9.740171855,64.11,3.515894644541436,2.169566551154901,0.010348824702538914,8.533803951857495,0.46616338317773987,96.96624134199135,21.235685007869165,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S36,41.549165825436624,S36,Lop_invitro,Lop_invitro_chip1,92386,173,S36,FALSE,Sample,Grp6_C_T24,Grp6_C,Saline,05_03_25,T24,14.43278446,5.550254855,9.655118352,65.69,3.495148152233408,2.179489892119508,0.00918809716222146,8.166511144668092,0.4416255187195746,100.48573892773892,19.44470306730903,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S69,41.332801018591454,S69,Lop_invitro,Lop_invitro_chip1,92924,187,S69,FALSE,Sample,Grp3_C_T72,Grp3_C,DMSO,07_03_25,T72,22.34305197,4.953444687,8.798022923,94.42,3.8877689585091697,2.442256668782235,0.009956303353769002,11.406579062151875,0.35507025528909136,125.98543635531135,19.121340923216323,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S47,41.00393412316398,S47,Lop_invitro,Lop_invitro_chip1,89094,198,S47,FALSE,Sample,Grp5_B_T72,Grp5_B,Imolope_low,07_03_25,T72,18.23013455,5.20433495,8.949888851,98.37,3.9406070393257737,2.490572463058957,0.010919720355239445,11.87552660839608,0.44185208893023376,131.5363352510063,22.681786426351326,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S68,40.98262783292751,S68,Lop_invitro,Lop_invitro_chip1,85675,174,S68,FALSE,Sample,Grp2_C_T72,Grp2_C,Lop_low,07_03_25,T72,21.94335443,5.807065709,9.518555433,92.26,3.772896430429475,2.488391310010935,0.011794239648877875,11.466293374947242,0.3474042149950077,119.67070675158175,16.93292426628028,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S17,40.98158313573911,S17,Lop_invitro,Lop_invitro_chip1,92774,195,S17,FALSE,Sample,Grp5_C_T48,Grp5_C,Imolope_low,06_03_25,T48,17.0685991,6.397748271,8.644628279,81.88,3.734307232278901,2.3251063607423736,0.008922240884483023,10.671265902349607,0.5846899267392894,120.77749267399267,26.596748898436832,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S65,40.727208698331644,S65,Lop_invitro,Lop_invitro_chip1,91290,182,S65,FALSE,Sample,Grp5_B_T48,Grp5_B,Imolope_low,06_03_25,T48,17.77275489,5.321670319,8.966033074,79.19,4.534257927102841,2.322441347645868,0.010445246137057914,9.848990607019827,0.47789068348015173,107.19679531003912,16.51124572699417,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Enterobacteriaceae,S72,40.081720761699174,S72,Lop_invitro,Lop_invitro_chip1,78082,185,S72,FALSE,Sample,Grp6_C_T72,Grp6_C,Saline,07_03_25,T72,20.57925018,7.344411603,8.722938145,97.33,4.005186032073311,2.5547014380189346,0.011584513746493169,12.270614322144892,0.4472081048509227,122.86347054171318,17.545178556872237,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
